benchmark,k,mean_power,ci_lo_95,ci_hi_95,r2_obs,r2_shift,power_shifted
IFEval,13,0.9995,0.9985,1.0005,0.1388,lo,1.0
IFEval,13,0.9995,0.9985,1.0005,0.1388,hi,0.998
IFEval,14,0.9995,0.9985,1.0005,0.1388,lo,0.998
IFEval,14,0.9995,0.9985,1.0005,0.1388,hi,0.998
IFEval,15,1.0,1.0,1.0,0.1388,lo,1.0
IFEval,15,1.0,1.0,1.0,0.1388,hi,1.0
IFEval,16,1.0,1.0,1.0,0.1388,lo,1.0
IFEval,16,1.0,1.0,1.0,0.1388,hi,1.0
IFEval,17,1.0,1.0,1.0,0.1388,lo,1.0
IFEval,17,1.0,1.0,1.0,0.1388,hi,1.0
IFEval,18,1.0,1.0,1.0,0.1388,lo,1.0
IFEval,18,1.0,1.0,1.0,0.1388,hi,1.0
IFEval,19,1.0,1.0,1.0,0.1388,lo,1.0
IFEval,19,1.0,1.0,1.0,0.1388,hi,1.0
IFEval,20,1.0,1.0,1.0,0.1388,lo,1.0
IFEval,20,1.0,1.0,1.0,0.1388,hi,1.0
LiveCodeBench,2,0.5355,0.5136,0.5574,0.0,lo,0.512
LiveCodeBench,2,0.5355,0.5136,0.5574,0.0,hi,0.492
LiveCodeBench,3,0.39,0.3686,0.4114,0.0,lo,0.388
LiveCodeBench,3,0.39,0.3686,0.4114,0.0,hi,0.416
LiveCodeBench,4,0.37,0.3488,0.3912,0.0,lo,0.348
LiveCodeBench,4,0.37,0.3488,0.3912,0.0,hi,0.334
LiveCodeBench,5,0.383,0.3617,0.4043,0.0,lo,0.34
LiveCodeBench,5,0.383,0.3617,0.4043,0.0,hi,0.382
LiveCodeBench,6,0.3765,0.3553,0.3977,0.0,lo,0.422
LiveCodeBench,6,0.3765,0.3553,0.3977,0.0,hi,0.372
LiveCodeBench,7,0.3895,0.3681,0.4109,0.0,lo,0.394
LiveCodeBench,7,0.3895,0.3681,0.4109,0.0,hi,0.368
LiveCodeBench,8,0.4375,0.4158,0.4592,0.0,lo,0.43
LiveCodeBench,8,0.4375,0.4158,0.4592,0.0,hi,0.388
LiveCodeBench,9,0.4325,0.4108,0.4542,0.0,lo,0.44
LiveCodeBench,9,0.4325,0.4108,0.4542,0.0,hi,0.442
LiveCodeBench,10,0.472,0.4501,0.4939,0.0,lo,0.444
LiveCodeBench,10,0.472,0.4501,0.4939,0.0,hi,0.46
LiveCodeBench,11,0.4545,0.4327,0.4763,0.0,lo,0.502
LiveCodeBench,11,0.4545,0.4327,0.4763,0.0,hi,0.456
LiveCodeBench,12,0.5105,0.4886,0.5324,0.0,lo,0.452
LiveCodeBench,12,0.5105,0.4886,0.5324,0.0,hi,0.474
LiveCodeBench,13,0.518,0.4961,0.5399,0.0,lo,0.47
LiveCodeBench,13,0.518,0.4961,0.5399,0.0,hi,0.55
LiveCodeBench,14,0.569,0.5473,0.5907,0.0,lo,0.546
LiveCodeBench,14,0.569,0.5473,0.5907,0.0,hi,0.556
LiveCodeBench,15,0.5645,0.5428,0.5862,0.0,lo,0.604
LiveCodeBench,15,0.5645,0.5428,0.5862,0.0,hi,0.554
LiveCodeBench,16,0.6135,0.5922,0.6348,0.0,lo,0.56
LiveCodeBench,16,0.6135,0.5922,0.6348,0.0,hi,0.618
LiveCodeBench,17,0.62,0.5987,0.6413,0.0,lo,0.614
LiveCodeBench,17,0.62,0.5987,0.6413,0.0,hi,0.648
LiveCodeBench,18,0.6435,0.6225,0.6645,0.0,lo,0.65
LiveCodeBench,18,0.6435,0.6225,0.6645,0.0,hi,0.608
LiveCodeBench,19,0.6565,0.6357,0.6773,0.0,lo,0.638
LiveCodeBench,19,0.6565,0.6357,0.6773,0.0,hi,0.666
LiveCodeBench,20,0.688,0.6677,0.7083,0.0,lo,0.708
LiveCodeBench,20,0.688,0.6677,0.7083,0.0,hi,0.65
MATH,2,0.5135,0.4916,0.5354,0.0001,lo,0.53
MATH,2,0.5135,0.4916,0.5354,0.0001,hi,0.506
MATH,3,0.3335,0.3128,0.3542,0.0001,lo,0.342
MATH,3,0.3335,0.3128,0.3542,0.0001,hi,0.328
MATH,4,0.243,0.2242,0.2618,0.0001,lo,0.236
MATH,4,0.243,0.2242,0.2618,0.0001,hi,0.278
MATH,5,0.237,0.2184,0.2556,0.0001,lo,0.232
MATH,5,0.237,0.2184,0.2556,0.0001,hi,0.196
MATH,6,0.203,0.1854,0.2206,0.0001,lo,0.198
MATH,6,0.203,0.1854,0.2206,0.0001,hi,0.206
MATH,7,0.182,0.1651,0.1989,0.0001,lo,0.164
MATH,7,0.182,0.1651,0.1989,0.0001,hi,0.206
MATH,8,0.16,0.1439,0.1761,0.0001,lo,0.16
MATH,8,0.16,0.1439,0.1761,0.0001,hi,0.18
MATH,9,0.1825,0.1656,0.1994,0.0001,lo,0.15
MATH,9,0.1825,0.1656,0.1994,0.0001,hi,0.16
MATH,10,0.1595,0.1435,0.1755,0.0001,lo,0.148
MATH,10,0.1595,0.1435,0.1755,0.0001,hi,0.214
MATH,11,0.157,0.1411,0.1729,0.0001,lo,0.168
MATH,11,0.157,0.1411,0.1729,0.0001,hi,0.162
MATH,12,0.161,0.1449,0.1771,0.0001,lo,0.156
MATH,12,0.161,0.1449,0.1771,0.0001,hi,0.178
MATH,13,0.16,0.1439,0.1761,0.0001,lo,0.156
MATH,13,0.16,0.1439,0.1761,0.0001,hi,0.164
MATH,14,0.1475,0.132,0.163,0.0001,lo,0.142
MATH,14,0.1475,0.132,0.163,0.0001,hi,0.166
MATH,15,0.149,0.1334,0.1646,0.0001,lo,0.172
MATH,15,0.149,0.1334,0.1646,0.0001,hi,0.134
MATH,16,0.1415,0.1262,0.1568,0.0001,lo,0.158
MATH,16,0.1415,0.1262,0.1568,0.0001,hi,0.14
MATH,17,0.1645,0.1483,0.1807,0.0001,lo,0.146
MATH,17,0.1645,0.1483,0.1807,0.0001,hi,0.156
MATH,18,0.1565,0.1406,0.1724,0.0001,lo,0.168
MATH,18,0.1565,0.1406,0.1724,0.0001,hi,0.162
MATH,19,0.146,0.1305,0.1615,0.0001,lo,0.164
MATH,19,0.146,0.1305,0.1615,0.0001,hi,0.15
MATH,20,0.168,0.1516,0.1844,0.0001,lo,0.166
MATH,20,0.168,0.1516,0.1844,0.0001,hi,0.164
MBPP,2,0.507,0.4851,0.5289,0.0024,lo,0.55
MBPP,2,0.507,0.4851,0.5289,0.0024,hi,0.516
MBPP,3,0.318,0.2976,0.3384,0.0024,lo,0.31
MBPP,3,0.318,0.2976,0.3384,0.0024,hi,0.302
MBPP,4,0.2385,0.2198,0.2572,0.0024,lo,0.242
MBPP,4,0.2385,0.2198,0.2572,0.0024,hi,0.266
MBPP,5,0.225,0.2067,0.2433,0.0024,lo,0.19
MBPP,5,0.225,0.2067,0.2433,0.0024,hi,0.202
MBPP,6,0.2005,0.183,0.218,0.0024,lo,0.184
MBPP,6,0.2005,0.183,0.218,0.0024,hi,0.182
MBPP,7,0.1765,0.1598,0.1932,0.0024,lo,0.16
MBPP,7,0.1765,0.1598,0.1932,0.0024,hi,0.178
MBPP,8,0.164,0.1478,0.1802,0.0024,lo,0.172
MBPP,8,0.164,0.1478,0.1802,0.0024,hi,0.22
MBPP,9,0.1665,0.1502,0.1828,0.0024,lo,0.204
MBPP,9,0.1665,0.1502,0.1828,0.0024,hi,0.168
MBPP,10,0.1595,0.1435,0.1755,0.0024,lo,0.192
MBPP,10,0.1595,0.1435,0.1755,0.0024,hi,0.202
MBPP,11,0.178,0.1612,0.1948,0.0024,lo,0.154
MBPP,11,0.178,0.1612,0.1948,0.0024,hi,0.174
MBPP,12,0.1855,0.1685,0.2025,0.0024,lo,0.18
MBPP,12,0.1855,0.1685,0.2025,0.0024,hi,0.168
MBPP,13,0.178,0.1612,0.1948,0.0024,lo,0.198
MBPP,13,0.178,0.1612,0.1948,0.0024,hi,0.188
MBPP,14,0.1815,0.1646,0.1984,0.0024,lo,0.172
MBPP,14,0.1815,0.1646,0.1984,0.0024,hi,0.164
MBPP,15,0.163,0.1468,0.1792,0.0024,lo,0.178
MBPP,15,0.163,0.1468,0.1792,0.0024,hi,0.172
MBPP,16,0.1765,0.1598,0.1932,0.0024,lo,0.142
MBPP,16,0.1765,0.1598,0.1932,0.0024,hi,0.188
MBPP,17,0.1705,0.154,0.187,0.0024,lo,0.184
MBPP,17,0.1705,0.154,0.187,0.0024,hi,0.19
MBPP,18,0.1915,0.1743,0.2087,0.0024,lo,0.19
MBPP,18,0.1915,0.1743,0.2087,0.0024,hi,0.2
MBPP,19,0.2035,0.1859,0.2211,0.0024,lo,0.208
MBPP,19,0.2035,0.1859,0.2211,0.0024,hi,0.192
MBPP,20,0.215,0.197,0.233,0.0024,lo,0.206
MBPP,20,0.215,0.197,0.233,0.0024,hi,0.212
MGSM,2,0.535,0.5131,0.5569,0.0535,lo,0.526
MGSM,2,0.535,0.5131,0.5569,0.0535,hi,0.568
MGSM,3,0.361,0.34,0.382,0.0535,lo,0.344
MGSM,3,0.361,0.34,0.382,0.0535,hi,0.34
MGSM,4,0.284,0.2642,0.3038,0.0535,lo,0.252
MGSM,4,0.284,0.2642,0.3038,0.0535,hi,0.25
MGSM,5,0.1615,0.1454,0.1776,0.0535,lo,0.154
MGSM,5,0.1615,0.1454,0.1776,0.0535,hi,0.174
MGSM,6,0.157,0.1411,0.1729,0.0535,lo,0.144
MGSM,6,0.157,0.1411,0.1729,0.0535,hi,0.152
MGSM,7,0.1685,0.1521,0.1849,0.0535,lo,0.152
MGSM,7,0.1685,0.1521,0.1849,0.0535,hi,0.166
MGSM,8,0.1585,0.1425,0.1745,0.0535,lo,0.144
MGSM,8,0.1585,0.1425,0.1745,0.0535,hi,0.176
MGSM,9,0.1445,0.1291,0.1599,0.0535,lo,0.14
MGSM,9,0.1445,0.1291,0.1599,0.0535,hi,0.142
MGSM,10,0.166,0.1497,0.1823,0.0535,lo,0.136
MGSM,10,0.166,0.1497,0.1823,0.0535,hi,0.15
MGSM,11,0.1565,0.1406,0.1724,0.0535,lo,0.17
MGSM,11,0.1565,0.1406,0.1724,0.0535,hi,0.156
MGSM,12,0.1605,0.1444,0.1766,0.0535,lo,0.142
MGSM,12,0.1605,0.1444,0.1766,0.0535,hi,0.166
MGSM,13,0.159,0.143,0.175,0.0535,lo,0.162
MGSM,13,0.159,0.143,0.175,0.0535,hi,0.172
MGSM,14,0.161,0.1449,0.1771,0.0535,lo,0.186
MGSM,14,0.161,0.1449,0.1771,0.0535,hi,0.114
MGSM,15,0.1825,0.1656,0.1994,0.0535,lo,0.184
MGSM,15,0.1825,0.1656,0.1994,0.0535,hi,0.172
MGSM,16,0.1755,0.1588,0.1922,0.0535,lo,0.164
MGSM,16,0.1755,0.1588,0.1922,0.0535,hi,0.204
MGSM,17,0.191,0.1738,0.2082,0.0535,lo,0.186
MGSM,17,0.191,0.1738,0.2082,0.0535,hi,0.204
MGSM,18,0.1775,0.1608,0.1942,0.0535,lo,0.192
MGSM,18,0.1775,0.1608,0.1942,0.0535,hi,0.232
MGSM,19,0.197,0.1796,0.2144,0.0535,lo,0.186
MGSM,19,0.197,0.1796,0.2144,0.0535,hi,0.184
MGSM,20,0.1875,0.1704,0.2046,0.0535,lo,0.198
MGSM,20,0.1875,0.1704,0.2046,0.0535,hi,0.2
MMLU,2,0.5175,0.4956,0.5394,0.0072,lo,0.518
MMLU,2,0.5175,0.4956,0.5394,0.0072,hi,0.538
MMLU,3,0.3615,0.3404,0.3826,0.0072,lo,0.362
MMLU,3,0.3615,0.3404,0.3826,0.0072,hi,0.334
MMLU,4,0.3105,0.2902,0.3308,0.0072,lo,0.324
MMLU,4,0.3105,0.2902,0.3308,0.0072,hi,0.302
MMLU,5,0.2935,0.2735,0.3135,0.0072,lo,0.308
MMLU,5,0.2935,0.2735,0.3135,0.0072,hi,0.266
MMLU,6,0.2635,0.2442,0.2828,0.0072,lo,0.25
MMLU,6,0.2635,0.2442,0.2828,0.0072,hi,0.294
MMLU,7,0.2895,0.2696,0.3094,0.0072,lo,0.234
MMLU,7,0.2895,0.2696,0.3094,0.0072,hi,0.246
MMLU,8,0.249,0.23,0.268,0.0072,lo,0.266
MMLU,8,0.249,0.23,0.268,0.0072,hi,0.24
MMLU,9,0.2325,0.214,0.251,0.0072,lo,0.234
MMLU,9,0.2325,0.214,0.251,0.0072,hi,0.236
MMLU,10,0.2325,0.214,0.251,0.0072,lo,0.25
MMLU,10,0.2325,0.214,0.251,0.0072,hi,0.248
MMLU,11,0.2345,0.2159,0.2531,0.0072,lo,0.252
MMLU,11,0.2345,0.2159,0.2531,0.0072,hi,0.208
MMLU,12,0.2455,0.2266,0.2644,0.0072,lo,0.224
MMLU,12,0.2455,0.2266,0.2644,0.0072,hi,0.236
MMLU,13,0.223,0.2048,0.2412,0.0072,lo,0.226
MMLU,13,0.223,0.2048,0.2412,0.0072,hi,0.242
MMLU,14,0.211,0.1931,0.2289,0.0072,lo,0.216
MMLU,14,0.211,0.1931,0.2289,0.0072,hi,0.216
MMLU,15,0.2245,0.2062,0.2428,0.0072,lo,0.256
MMLU,15,0.2245,0.2062,0.2428,0.0072,hi,0.256
MMLU,16,0.2365,0.2179,0.2551,0.0072,lo,0.242
MMLU,16,0.2365,0.2179,0.2551,0.0072,hi,0.196
MMLU,17,0.209,0.1912,0.2268,0.0072,lo,0.204
MMLU,17,0.209,0.1912,0.2268,0.0072,hi,0.214
MMLU,18,0.234,0.2154,0.2526,0.0072,lo,0.218
MMLU,18,0.234,0.2154,0.2526,0.0072,hi,0.242
MMLU,19,0.214,0.196,0.232,0.0072,lo,0.23
MMLU,19,0.214,0.196,0.232,0.0072,hi,0.224
MMLU,20,0.2065,0.1888,0.2242,0.0072,lo,0.256
MMLU,20,0.2065,0.1888,0.2242,0.0072,hi,0.272
MMLU-Pro,2,0.5235,0.5016,0.5454,0.0,lo,0.54
MMLU-Pro,2,0.5235,0.5016,0.5454,0.0,hi,0.544
MMLU-Pro,3,0.3995,0.378,0.421,0.0,lo,0.434
MMLU-Pro,3,0.3995,0.378,0.421,0.0,hi,0.406
MMLU-Pro,4,0.3355,0.3148,0.3562,0.0,lo,0.33
MMLU-Pro,4,0.3355,0.3148,0.3562,0.0,hi,0.348
MMLU-Pro,5,0.3985,0.377,0.42,0.0,lo,0.408
MMLU-Pro,5,0.3985,0.377,0.42,0.0,hi,0.378
MMLU-Pro,6,0.399,0.3775,0.4205,0.0,lo,0.376
MMLU-Pro,6,0.399,0.3775,0.4205,0.0,hi,0.4
MMLU-Pro,7,0.431,0.4093,0.4527,0.0,lo,0.422
MMLU-Pro,7,0.431,0.4093,0.4527,0.0,hi,0.384
MMLU-Pro,8,0.44,0.4182,0.4618,0.0,lo,0.398
MMLU-Pro,8,0.44,0.4182,0.4618,0.0,hi,0.442
MMLU-Pro,9,0.446,0.4242,0.4678,0.0,lo,0.422
MMLU-Pro,9,0.446,0.4242,0.4678,0.0,hi,0.456
MMLU-Pro,10,0.444,0.4222,0.4658,0.0,lo,0.432
MMLU-Pro,10,0.444,0.4222,0.4658,0.0,hi,0.444
MMLU-Pro,11,0.438,0.4163,0.4597,0.0,lo,0.402
MMLU-Pro,11,0.438,0.4163,0.4597,0.0,hi,0.45
MMLU-Pro,12,0.461,0.4392,0.4828,0.0,lo,0.45
MMLU-Pro,12,0.461,0.4392,0.4828,0.0,hi,0.418
MMLU-Pro,13,0.4485,0.4267,0.4703,0.0,lo,0.474
MMLU-Pro,13,0.4485,0.4267,0.4703,0.0,hi,0.438
MMLU-Pro,14,0.452,0.4302,0.4738,0.0,lo,0.456
MMLU-Pro,14,0.452,0.4302,0.4738,0.0,hi,0.424
MMLU-Pro,15,0.4425,0.4207,0.4643,0.0,lo,0.4
MMLU-Pro,15,0.4425,0.4207,0.4643,0.0,hi,0.46
MMLU-Pro,16,0.4275,0.4058,0.4492,0.0,lo,0.464
MMLU-Pro,16,0.4275,0.4058,0.4492,0.0,hi,0.428
MMLU-Pro,17,0.4325,0.4108,0.4542,0.0,lo,0.414
MMLU-Pro,17,0.4325,0.4108,0.4542,0.0,hi,0.456
MMLU-Pro,18,0.432,0.4103,0.4537,0.0,lo,0.444
MMLU-Pro,18,0.432,0.4103,0.4537,0.0,hi,0.426
MMLU-Pro,19,0.4265,0.4048,0.4482,0.0,lo,0.41
MMLU-Pro,19,0.4265,0.4048,0.4482,0.0,hi,0.424
MMLU-Pro,20,0.395,0.3736,0.4164,0.0,lo,0.396
MMLU-Pro,20,0.395,0.3736,0.4164,0.0,hi,0.422
Mean win rate,2,0.492,0.4701,0.5139,0.0,lo,0.508
Mean win rate,2,0.492,0.4701,0.5139,0.0,hi,0.492
Mean win rate,3,0.2895,0.2696,0.3094,0.0,lo,0.37
Mean win rate,3,0.2895,0.2696,0.3094,0.0,hi,0.326
Mean win rate,4,0.233,0.2145,0.2515,0.0,lo,0.216
Mean win rate,4,0.233,0.2145,0.2515,0.0,hi,0.224
Mean win rate,5,0.197,0.1796,0.2144,0.0,lo,0.192
Mean win rate,5,0.197,0.1796,0.2144,0.0,hi,0.218
Mean win rate,6,0.187,0.1699,0.2041,0.0,lo,0.198
Mean win rate,6,0.187,0.1699,0.2041,0.0,hi,0.196
Mean win rate,7,0.155,0.1391,0.1709,0.0,lo,0.178
Mean win rate,7,0.155,0.1391,0.1709,0.0,hi,0.132
Mean win rate,8,0.1545,0.1387,0.1703,0.0,lo,0.148
Mean win rate,8,0.1545,0.1387,0.1703,0.0,hi,0.134
Mean win rate,9,0.1465,0.131,0.162,0.0,lo,0.162
Mean win rate,9,0.1465,0.131,0.162,0.0,hi,0.124
Mean win rate,10,0.148,0.1324,0.1636,0.0,lo,0.136
Mean win rate,10,0.148,0.1324,0.1636,0.0,hi,0.15
Mean win rate,11,0.1385,0.1234,0.1536,0.0,lo,0.14
Mean win rate,11,0.1385,0.1234,0.1536,0.0,hi,0.15
Mean win rate,12,0.146,0.1305,0.1615,0.0,lo,0.154
Mean win rate,12,0.146,0.1305,0.1615,0.0,hi,0.162
Mean win rate,13,0.148,0.1324,0.1636,0.0,lo,0.154
Mean win rate,13,0.148,0.1324,0.1636,0.0,hi,0.142
Mean win rate,14,0.142,0.1267,0.1573,0.0,lo,0.164
Mean win rate,14,0.142,0.1267,0.1573,0.0,hi,0.154
Mean win rate,15,0.1515,0.1358,0.1672,0.0,lo,0.158
Mean win rate,15,0.1515,0.1358,0.1672,0.0,hi,0.126
Mean win rate,16,0.143,0.1277,0.1583,0.0,lo,0.17
Mean win rate,16,0.143,0.1277,0.1583,0.0,hi,0.128
Mean win rate,17,0.15,0.1344,0.1656,0.0,lo,0.15
Mean win rate,17,0.15,0.1344,0.1656,0.0,hi,0.138
Mean win rate,18,0.144,0.1286,0.1594,0.0,lo,0.164
Mean win rate,18,0.144,0.1286,0.1594,0.0,hi,0.136
Mean win rate,19,0.1495,0.1339,0.1651,0.0,lo,0.16
Mean win rate,19,0.1495,0.1339,0.1651,0.0,hi,0.158
Mean win rate,20,0.1675,0.1511,0.1839,0.0,lo,0.162
Mean win rate,20,0.1675,0.1511,0.1839,0.0,hi,0.148
NarrativeQA,2,0.573,0.5513,0.5947,0.0,lo,0.554
NarrativeQA,2,0.573,0.5513,0.5947,0.0,hi,0.562
NarrativeQA,3,0.3775,0.3563,0.3987,0.0,lo,0.362
NarrativeQA,3,0.3775,0.3563,0.3987,0.0,hi,0.33
NarrativeQA,4,0.3085,0.2883,0.3287,0.0,lo,0.294
NarrativeQA,4,0.3085,0.2883,0.3287,0.0,hi,0.3
NarrativeQA,5,0.2655,0.2461,0.2849,0.0,lo,0.308
NarrativeQA,5,0.2655,0.2461,0.2849,0.0,hi,0.298
NarrativeQA,6,0.3455,0.3247,0.3663,0.0,lo,0.312
NarrativeQA,6,0.3455,0.3247,0.3663,0.0,hi,0.318
NarrativeQA,7,0.365,0.3439,0.3861,0.0,lo,0.36
NarrativeQA,7,0.365,0.3439,0.3861,0.0,hi,0.386
NarrativeQA,8,0.41,0.3884,0.4316,0.0,lo,0.406
NarrativeQA,8,0.41,0.3884,0.4316,0.0,hi,0.394
NarrativeQA,9,0.4345,0.4128,0.4562,0.0,lo,0.45
NarrativeQA,9,0.4345,0.4128,0.4562,0.0,hi,0.39
NarrativeQA,10,0.486,0.4641,0.5079,0.0,lo,0.456
NarrativeQA,10,0.486,0.4641,0.5079,0.0,hi,0.522
NarrativeQA,11,0.4795,0.4576,0.5014,0.0,lo,0.498
NarrativeQA,11,0.4795,0.4576,0.5014,0.0,hi,0.506
NarrativeQA,12,0.546,0.5242,0.5678,0.0,lo,0.58
NarrativeQA,12,0.546,0.5242,0.5678,0.0,hi,0.556
NarrativeQA,13,0.565,0.5433,0.5867,0.0,lo,0.574
NarrativeQA,13,0.565,0.5433,0.5867,0.0,hi,0.586
NarrativeQA,14,0.6125,0.5911,0.6339,0.0,lo,0.58
NarrativeQA,14,0.6125,0.5911,0.6339,0.0,hi,0.632
NarrativeQA,15,0.634,0.6129,0.6551,0.0,lo,0.622
NarrativeQA,15,0.634,0.6129,0.6551,0.0,hi,0.648
NarrativeQA,16,0.6665,0.6458,0.6872,0.0,lo,0.672
NarrativeQA,16,0.6665,0.6458,0.6872,0.0,hi,0.682
NarrativeQA,17,0.6875,0.6672,0.7078,0.0,lo,0.718
NarrativeQA,17,0.6875,0.6672,0.7078,0.0,hi,0.684
NarrativeQA,18,0.717,0.6973,0.7367,0.0,lo,0.706
NarrativeQA,18,0.717,0.6973,0.7367,0.0,hi,0.73
NarrativeQA,19,0.74,0.7208,0.7592,0.0,lo,0.728
NarrativeQA,19,0.74,0.7208,0.7592,0.0,hi,0.738
NarrativeQA,20,0.749,0.73,0.768,0.0,lo,0.742
NarrativeQA,20,0.749,0.73,0.768,0.0,hi,0.758
NaturalQuestions,2,0.5315,0.5096,0.5534,0.0264,lo,0.542
NaturalQuestions,2,0.5315,0.5096,0.5534,0.0264,hi,0.528
NaturalQuestions,3,0.3385,0.3178,0.3592,0.0264,lo,0.342
NaturalQuestions,3,0.3385,0.3178,0.3592,0.0264,hi,0.334
NaturalQuestions,4,0.249,0.23,0.268,0.0264,lo,0.248
NaturalQuestions,4,0.249,0.23,0.268,0.0264,hi,0.258
NaturalQuestions,5,0.1955,0.1781,0.2129,0.0264,lo,0.178
NaturalQuestions,5,0.1955,0.1781,0.2129,0.0264,hi,0.206
NaturalQuestions,6,0.182,0.1651,0.1989,0.0264,lo,0.156
NaturalQuestions,6,0.182,0.1651,0.1989,0.0264,hi,0.186
NaturalQuestions,7,0.1625,0.1463,0.1787,0.0264,lo,0.138
NaturalQuestions,7,0.1625,0.1463,0.1787,0.0264,hi,0.17
NaturalQuestions,8,0.1415,0.1262,0.1568,0.0264,lo,0.154
NaturalQuestions,8,0.1415,0.1262,0.1568,0.0264,hi,0.142
NaturalQuestions,9,0.1455,0.13,0.161,0.0264,lo,0.162
NaturalQuestions,9,0.1455,0.13,0.161,0.0264,hi,0.15
NaturalQuestions,10,0.149,0.1334,0.1646,0.0264,lo,0.146
NaturalQuestions,10,0.149,0.1334,0.1646,0.0264,hi,0.126
NaturalQuestions,11,0.1345,0.1195,0.1495,0.0264,lo,0.136
NaturalQuestions,11,0.1345,0.1195,0.1495,0.0264,hi,0.14
NaturalQuestions,12,0.1255,0.111,0.14,0.0264,lo,0.13
NaturalQuestions,12,0.1255,0.111,0.14,0.0264,hi,0.122
NaturalQuestions,13,0.135,0.12,0.15,0.0264,lo,0.134
NaturalQuestions,13,0.135,0.12,0.15,0.0264,hi,0.106
NaturalQuestions,14,0.133,0.1181,0.1479,0.0264,lo,0.134
NaturalQuestions,14,0.133,0.1181,0.1479,0.0264,hi,0.112
NaturalQuestions,15,0.13,0.1153,0.1447,0.0264,lo,0.124
NaturalQuestions,15,0.13,0.1153,0.1447,0.0264,hi,0.122
NaturalQuestions,16,0.1305,0.1157,0.1453,0.0264,lo,0.128
NaturalQuestions,16,0.1305,0.1157,0.1453,0.0264,hi,0.136
NaturalQuestions,17,0.119,0.1048,0.1332,0.0264,lo,0.158
NaturalQuestions,17,0.119,0.1048,0.1332,0.0264,hi,0.17
NaturalQuestions,18,0.1205,0.1062,0.1348,0.0264,lo,0.134
NaturalQuestions,18,0.1205,0.1062,0.1348,0.0264,hi,0.126
NaturalQuestions,19,0.1125,0.0987,0.1263,0.0264,lo,0.126
NaturalQuestions,19,0.1125,0.0987,0.1263,0.0264,hi,0.146
NaturalQuestions,20,0.128,0.1134,0.1426,0.0264,lo,0.136
NaturalQuestions,20,0.128,0.1134,0.1426,0.0264,hi,0.13
OpenbookQA,2,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,2,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,3,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,3,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,4,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,4,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,5,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,5,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,6,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,6,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,7,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,7,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,8,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,8,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,9,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,9,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,10,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,10,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,11,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,11,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,12,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,12,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,13,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,13,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,14,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,14,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,15,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,15,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,16,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,16,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,17,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,17,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,18,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,18,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,19,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,19,1.0,1.0,1.0,0.0,hi,1.0
OpenbookQA,20,1.0,1.0,1.0,0.0,lo,1.0
OpenbookQA,20,1.0,1.0,1.0,0.0,hi,1.0
PIQA,2,0.476,0.4541,0.4979,0.0005,lo,0.468
PIQA,2,0.476,0.4541,0.4979,0.0005,hi,0.474
PIQA,3,0.3135,0.2932,0.3338,0.0005,lo,0.3
PIQA,3,0.3135,0.2932,0.3338,0.0005,hi,0.278
PIQA,4,0.243,0.2242,0.2618,0.0005,lo,0.226
PIQA,4,0.243,0.2242,0.2618,0.0005,hi,0.228
PIQA,5,0.1915,0.1743,0.2087,0.0005,lo,0.22
PIQA,5,0.1915,0.1743,0.2087,0.0005,hi,0.19
PIQA,6,0.172,0.1555,0.1885,0.0005,lo,0.156
PIQA,6,0.172,0.1555,0.1885,0.0005,hi,0.214
